BN/Registration Number,Organization name,Charity Status,Type of qualified donee,Effective Date of Status,Sanction,Designation,Charity type,Category,Address,City,"Province, territory, outside of Canada",Country,Postal code/Zip code
856137799RR0001,WEST COAST CHAMBER MUSIC,Registered,Charity,1995-09-01,,1,Other purposes beneficial to the community,190,472 EAST 44TH AVENUE,VANCOUVER,BC,CA,V5W1W3
863808440RR0001,WEST COAST CHILDREN'S CHORAL SOCIETY,Registered,Charity,2003-06-01,,1,Advancement of Education,12,P.O. BOX 42074 2200 OAK BAY AVENUE,VICTORIA,BC,CA,V8R6T4
121938005RR0001,WEST COAST CHRISTIAN FELLOWSHIP,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,3198 E GEORGIA ST,VANCOUVER,BC,CA,V5K2L1
119292415RR0001,WEST COAST ENVIRONMENTAL LAW RESEARCH FOUNDATION,Registered,Charity,1978-01-01,,1,Other purposes beneficial to the community,160,700 - 509 RICHARDS ST,VANCOUVER,BC,CA,V6B2Z6
890806243RR0001,WEST COAST GENERAL HOSPITAL FOUNDATION,Registered,Charity,1990-09-01,,2,Other purposes beneficial to the community,210,3949 PORT ALBERNI HIGHWAY,PORT ALBERNI,BC,CA,V9Y4S1
861455442RR0001,WEST COAST INSTITUTE FOR STUDIES IN ANTHROPOSOPHY,Registered,Charity,2002-05-01,,1,Advancement of Education,10,PO BOX 219 STN MAIN,DUNCAN,BC,CA,V9L3X3
721885291RR0001,WEST COAST KIDS CANCER FOUNDATION,Registered,Charity,2018-03-23,,1,Other purposes beneficial to the community,200,4300 STILL CREEK DR,BURNABY,BC,CA,V5C6C6
119292464RR0001,WEST COAST LEAF ASSOCIATION,Registered,Charity,1986-01-01,,1,Advancement of Education,11,800 - 409 GRANVILLE ST,VANCOUVER,BC,CA,V6C1T2
894233543RR0001,WEST COAST MONTESSORI SOCIETY,Registered,Charity,1994-07-22,,1,Advancement of Education,10,21488 OLD YALE RD,LANGLEY,BC,CA,V3A4M8
119292480RR0001,WEST COAST RAILWAY ASSOCIATION,Registered,Charity,1979-03-01,,1,Other purposes beneficial to the community,200,PO BOX 2387 STN MAIN,SQUAMISH,BC,CA,V8B0B6
891599367RR0001,WEST COAST SYMPHONY SOCIETY,Registered,Charity,1995-12-16,,1,Other purposes beneficial to the community,190,620 CASSIAR ST,VANCOUVER,BC,CA,V5K4N2
898571906RR0001,WEST COAST TAP DANCE COLLECTIVE,Registered,Charity,2007-01-03,,1,Advancement of Education,12,P.O BOX 72095,BURNABY,BC,CA,V5H4P9
866808553RR0001,WEST CRESTON COMMUNITY HALL SOCIETY,Registered,Charity,1999-03-01,,1,Other purposes beneficial to the community,200,1350 WEST CRESTON RD. RR 7,CRESTON,BC,CA,V0B1G7
848979944RR0001,WEST CRESTON FIRE PROTECTION SOCIETY,Registered,Charity,2004-11-15,,1,Other purposes beneficial to the community,120,1348 WEST CRESTON ROAD,WEST CRESTON,BC,CA,V0B1G7
119292779RR0001,WEST END COMMUNITY CENTRE ASSOCIATION,Registered,Charity,1985-09-01,,1,Other purposes beneficial to the community,200,870 DENMAN ST,VANCOUVER,BC,CA,V6G2L8
119292845RR0001,WEST END SENIORS' NETWORK SOCIETY,Registered,Charity,1984-07-01,,1,Relief of Poverty,1,1447 BARCLAY STREET,VANCOUVER,BC,CA,V6G1J6
868581570RR0001,WEST END-COAL HARBOUR COMMUNITY POLICING CENTRE,Registered,Charity,2000-01-01,,1,Other purposes beneficial to the community,160,1295 DAVIE ST,VANCOUVER,BC,CA,V6E1N4
119293884RR0001,WEST HEIGHTS GOSPEL CHAPEL,Registered,Charity,1981-01-01,,1,Advancement of Religion,30,32699 CHERRY AVE,MISSION,BC,CA,V2V2T8
878987916RR0001,WEST KOOTENAY BRAIN INJURY ASSOCIATION,Registered,Charity,2001-10-05,,1,Other purposes beneficial to the community,100,RM#3-BOX D-1250-26TH STREET,CASTLEGAR,BC,CA,V1N4C9
119294072RR0001,WEST KOOTENAY EDUCATIONAL RESOURCE SOCIETY,Registered,Charity,1984-01-01,,1,Advancement of Education,15,PO BOX 240,WINLAW,BC,CA,V0G2J0
119294114RR0001,WEST KOOTENAY REGIONAL ARTS COUNCIL,Registered,Charity,1982-07-01,,1,Other purposes beneficial to the community,190,P.O. BOX 103,NELSON,BC,CA,V1L5P7
119294122RR0001,WEST KOOTENAY WOMEN S ASSOCIATION,Registered,Charity,1981-01-01,,1,Relief of Poverty,1,420 MILL STREET,NELSON,BC,CA,V1L4R9
888650660RR0001,WEST KOOTENAY/BOUNDARY A I D S NETWORK OUTREACH SUPPORT SOCIETY,Registered,Charity,1995-04-01,,1,Other purposes beneficial to the community,100,101 BAKER STREET,NELSON,BC,CA,V1L4H1
855790887RR0001,WEST POINT GREY ACADEMY FOUNDATION,Registered,Charity,2003-03-17,,2,Advancement of Education,15,4125 WEST 8TH AVENUE WEST POINT GREY ACADEMY C/O,VANCOUVER,BC,CA,V6R4P9
119295442RR0001,WEST POINT GREY BAPTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,4509 11TH AVE W,VANCOUVER,BC,CA,V6R2M5
108203332RR0001,WEST POINT GREY COMMUNITY CENTRE ASSOCIATION,Registered,Charity,1979-09-01,,1,Other purposes beneficial to the community,160,4397 WEST 2ND AVENUE,VANCOUVER,BC,CA,V6R1K4
108203365RR0001,WEST POINT GREY UNITED CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,4595 WEST 8TH AVE,VANCOUVER,BC,CA,V6R2A4
108203357RR0001,WEST PT GREY PRESBYTERIAN CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,4397 W 12TH AVE,VANCOUVER,BC,CA,V6R2P9
882532708RR0001,WEST RICHMOND GOSPEL HALL,Registered,Charity,2003-09-29,,1,Advancement of Religion,30,8340 RYAN ROAD,RICHMOND,BC,CA,V7A2E6
891297343RR0001,WEST SHORE POPPY FUND COMMITTEE,Registered,Charity,1994-09-14,,1,Relief of Poverty,1,761 STATION AVENUE,VICTORIA,BC,CA,V9B2S1
130631781RR0001,WEST SIDE FAMILY PLACE SOCIETY,Registered,Charity,1977-04-01,,1,Relief of Poverty,1,2819 WEST 11TH AVENUE,VANCOUVER,BC,CA,V6K2M2
132024464RR0001,"WEST VANCOUVER BAPTIST CHURCH,",Registered,Charity,1967-01-01,,1,Advancement of Religion,30,450 MATHERS AVE,WEST VANCOUVER,BC,CA,V7S1H3
108204157RR0001,WEST VANCOUVER CHILD DEVELOPMENT CENTRE ASSOCIATION,Registered,Charity,1993-09-01,,1,Relief of Poverty,1,2478 HAYWOOD AVE,WEST VANCOUVER,BC,CA,V7V1Y1
892886367RR0001,WEST VANCOUVER CHRISTIAN OUTREACH,Registered,Charity,1992-01-01,,1,Advancement of Religion,30,103 29TH STREET,WEST VANCOUVER,BC,CA,V7V4M4
132171679RR0001,WEST VANCOUVER COMMUNITY FOUNDATION,Registered,Charity,1986-02-01,,2,Other purposes beneficial to the community,210,775 15TH ST,WEST VANCOUVER,BC,CA,V7T2S9
893190173RR0001,WEST VANCOUVER FIRE SERVICE MUSEUM AND ARCHIVES SOCIETY,Registered,Charity,1989-11-01,,1,Other purposes beneficial to the community,200,604 EAST 21ST,NORTH VANCOUVER,BC,CA,V7L4V8
119295970RR0001,WEST VANCOUVER HISTORICAL SOCIETY,Registered,Charity,1982-02-01,,1,Other purposes beneficial to the community,200,680 17TH ST,WEST VANCOUVER,BC,CA,V7V3T2
887768661RR0001,WEST VANCOUVER MEMORIAL LIBRARY FOUNDATION,Registered,Charity,1986-07-24,,2,Other purposes beneficial to the community,210,1950 MARINE DRIVE,WEST VANCOUVER,BC,CA,V7V1J8
108204199RR0001,WEST VANCOUVER PRESBYTERIAN CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,2893 MARINE DR,WEST VANCOUVER,BC,CA,V7V1M1
107961476RR0002,WEST VANCOUVER SECONDARY SCHOOL,Registered,Charity,1992-07-01,,1,Advancement of Education,11,1075 21ST ST,WEST VANCOUVER,BC,CA,V7V4A9
130554876RR0001,"WEST VANCOUVER UNITED CHURCH,",Registered,Charity,1967-01-01,,1,Advancement of Religion,30,2062 ESQUIMALT AVENUE,WEST VANCOUVER,BC,CA,V7V1S4
119295921RR0001,WEST VANCOUVER YOUTH BAND SOCIETY,Registered,Charity,1976-09-01,,1,Other purposes beneficial to the community,190,P.O. BOX 91292,WEST VANCOUVER,BC,CA,V7V3N3
119292001RR0001,WESTBANK BIBLE CHAPEL,Registered,Charity,1975-01-01,,1,Advancement of Religion,30,2412 APOLLO RD,WEST KELOWNA,BC,CA,V4T1P6
119292043RR0001,WESTBANK MUSEUM AND ARTS AND CRAFTS SOCIETY,Registered,Charity,1981-01-01,,1,Other purposes beneficial to the community,200,2376 DOBBIN RD,WEST KELOWNA,BC,CA,V4T2H9
118818491RR0033,WESTBANK SEVENTH-DAY ADVENTIST CHURCH,Registered,Charity,1974-04-28,,1,Advancement of Religion,30,PO 1000,ABBOTSFORD,BC,CA,V2S4P5
134631548RR0001,WESTBROOK EDUCATION FUND,Registered,Charity,1989-05-04,,1,Other purposes beneficial to the community,190,4050 OSLER ST,VANCOUVER,BC,CA,V6H2W9
824289029RR0001,WESTCOAST BAPTIST ASSOCIATION,Registered,Charity,1993-04-11,,1,Advancement of Religion,30,131 EAST KINGS ROAD,NORTH VANCOUVER,BC,CA,V7N1H4
890654445RR0001,WESTCOAST COMMUNITY RESOURCES SOCIETY,Registered,Charity,1994-04-01,,1,Relief of Poverty,1,500 MATTERSON DRIVE P.O.BOX868,UCLUELET,BC,CA,V0R3A0
131454555RR0001,WESTCOAST FAMILY CENTRES SOCIETY,Registered,Charity,1985-04-01,,1,Relief of Poverty,1,101 - 2780 BROADWAY E,VANCOUVER,BC,CA,V5M1Y8
865869630RR0001,WESTCOAST GENESIS SOCIETY,Registered,Charity,2000-04-05,,1,Relief of Poverty,1,305 CARNARVON ST,NEW WESTMINSTER,BC,CA,V3L1B9
892988320RR0001,WESTCOAST INLAND SEARCH AND RESCUE SOCIETY,Registered,Charity,1999-05-03,,1,Other purposes beneficial to the community,120,PO BOX 978,TOFINO,BC,CA,V0R2Z0
891061921RR0001,WESTCOAST SACRED ARTS SOCIETY,Registered,Charity,2000-06-02,,1,Other purposes beneficial to the community,190,SUITE 503 5838 BERTON AVENUE,VANCOUVER,BC,CA,V6S0A5
846571875RR0001,WESTERKIRK FOUNDATION,Registered,Charity,2005-04-29,,3,Other purposes beneficial to the community,210,747 FORT ST SUITE 1100,VICTORIA,BC,CA,V8W3E9
132563867RR0001,WESTERN CANADA CONFERENCE OF THE PENTECOSTAL HOLINESS CHURCH OF CANADA,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,16293 104TH AVENUE,SURREY,BC,CA,V4N1Z7
119292985RR0001,WESTERN CANADA THEATRE COMPANY SOCIETY,Registered,Charity,1975-01-01,,1,Other purposes beneficial to the community,190,PO BOX 329 STN MAIN,KAMLOOPS,BC,CA,V2C5K9
119293009RR0001,WESTERN CANADA WILDERNESS COMMITTEE,Registered,Charity,1980-08-07,,1,Advancement of Education,11,46 E 6TH AVENUE,VANCOUVER,BC,CA,V5T1J4
119293041RR0001,WESTERN CANADIAN UNIVERSITIES MARINE SCIENCES SOCIETY,Registered,Charity,1972-01-01,,1,Advancement of Education,11,P.O. BOX 100 BAMFIELD MARINE SCIENCES,BAMFIELD,BC,CA,V0R1B0
119293108RR0001,"WESTERN COMMUNITIES MONTESSORI SOCIETY, THE",Registered,Charity,1984-07-01,,1,Advancement of Education,10,4075 METCHOSIN ROAD,VICTORIA,BC,CA,V9C4A4
119293157RR0001,WESTERN COMMUNITY SENIORS LOW COST HOUSING SOCIETY,Registered,Charity,1988-01-01,,1,Relief of Poverty,1,753 STATION AVE ALEXANDER MACKIE LODGE,VICTORIA,BC,CA,V9B0Z5
119293124RR0001,WESTERN COMMUNITY-CENTRED COLLEGE FOR THE RETIRED SOCIETY,Registered,Charity,1977-05-01,,1,Advancement of Education,10,6650 SOUTHOAKS CRES ALLAN EMMOTT CENTRE,BURNABY,BC,CA,V5E4M7
831334677RR0001,WESTERN CONFERENCE OF CATHOLIC RELIGIOUS EDUCATORS,Registered,Charity,2006-05-25,,1,Advancement of Religion,70,300 - 2375 BURRARD AVENUE P.O. BOX 1489,VANDERHOOF,BC,CA,V0J3A0
859530115RR0001,WESTERN FRONT FOUNDATION,Registered,Charity,2002-04-01,,2,Other purposes beneficial to the community,210,303 EAST 8TH AVENUE,VANCOUVER,BC,CA,V5T1S1
891285934RR0001,WESTERN GOLD THEATRE SOCIETY,Registered,Charity,1994-09-22,,1,Other purposes beneficial to the community,190,101-1516 EAST 1ST AVE.,VANCOUVER,BC,CA,V5N1A5
889465308RR0001,WESTERN HMONG MENNONITE CHURCH,Registered,Charity,2008-01-20,,1,Advancement of Religion,30,11391 DARTFORD STREET,MAPLE RIDGE,BC,CA,V2X1V6
108200098RR0001,WESTERN INSTITUTE FOR THE DEAF AND HARD OF HEARING,Registered,Charity,1967-01-01,,1,Other purposes beneficial to the community,100,2005 QUEBEC ST,VANCOUVER,BC,CA,V5T2Z6
804468346RR0001,WESTERN PURPLE MARTIN FOUNDATION,Registered,Charity,2008-04-02,,1,Other purposes beneficial to the community,180,5331 HAMMOND BAY ROAD,NANAIMO,BC,CA,V9T5M9
119293553RR0001,WESTERN SINGH SABHA ASSOCIATION,Registered,Charity,1984-04-25,,1,Advancement of Religion,30,PO BOX 4066,WILLIAMS LAKE,BC,CA,V2G2V2
874946163RR0001,WESTERN THEATRE CONSPIRACY ARTS SOCIETY,Registered,Charity,1997-01-01,,1,Advancement of Education,12,1422 WILLIAM ST,VANCOUVER,BC,CA,V5L2P7
865950018RR0001,WESTHOLME SCHOOL SOCIETY,Registered,Charity,2002-11-01,,1,Other purposes beneficial to the community,200,BOX 76,WESTHOLME,BC,CA,V0R3C0
119294411RR0001,"WESTLYNN BAPTIST CHURCH,",Registered,Charity,1967-01-01,,1,Advancement of Religion,30,1341 EAST 27 ST.,NORTH VANCOUVER,BC,CA,V7J1S6
119294510RR0001,WESTMINSTER ABBEY LIMITED,Registered,Charity,1967-01-01,,1,Advancement of Religion,70,PO BOX 3310,MISSION,BC,CA,V2V4J5
119294577RR0001,WESTMINSTER BIBLE CHAPEL,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,7540 6 ST,BURNABY,BC,CA,V3N3M1
108202060RR0001,WESTMINSTER CHILDRENS' AFTER SCHOOL SOCIETY,Registered,Charity,1990-04-01,,1,Relief of Poverty,1,811 ROYAL AVE,NEW WESTMINSTER,BC,CA,V3M1K1
108202185RR0001,WESTMINSTER FELLOWSHIP SOCIETY,Registered,Charity,1987-01-01,,1,Advancement of Religion,30,2113 CAPE HORN AVE,COQUITLAM,BC,CA,V3K1J4
107553596RR0001,WESTMINSTER HOUSE SOCIETY,Registered,Charity,2006-09-15,,1,Other purposes beneficial to the community,100,228 7TH ST.,NEW WESTMINSTER,BC,CA,V3M3K3
867189516RR0001,WESTMINSTER PRESBYTERIAN CHURCH,Registered,Charity,2002-01-31,,1,Advancement of Religion,30,335 SEVENTH ST,NEW WESTMINSTER,BC,CA,V3M3K9
890463995RR0001,WESTMINSTER SAVINGS FOUNDATION,Registered,Charity,1992-12-23,,2,Other purposes beneficial to the community,210,1900 - 13450 102 AVE,SURREY,BC,CA,V3T5Y1
118818491RR0004,WESTMINSTER SEVENTH-DAY ADVENTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,PO 1000,ABBOTSFORD,BC,CA,V2S4P5
890551591RR0001,WESTPOINTE CHRISTIAN CENTRE,Registered,Charity,1991-01-01,,1,Advancement of Religion,70,11960 MONTEGO ST,RICHMOND,BC,CA,V6X1H4
729182485RR0001,WESTSHORE ALLIANCE CHURCH,Registered,Charity,2000-07-30,,1,Advancement of Religion,30,PO BOX 37009 RPO MILLSTREAM,VICTORIA,BC,CA,V9B0E8
119295608RR0001,WESTSIDE ALLIANCE CHURCH,Registered,Charity,1981-12-09,,1,Advancement of Religion,30,2011 DAIMLER DRIVE,KELOWNA,BC,CA,V1Z3H6
893433201RR0001,WESTSIDE BAPTIST CHURCH,Registered,Charity,1992-05-03,,1,Advancement of Religion,30,8506 ASH ST,VANCOUVER,BC,CA,V6P3M2
134770197RR0001,WESTSIDE BIBLE CHURCH,Registered,Charity,1992-01-01,,1,Advancement of Religion,30,3307 WISHART RD,VICTORIA,BC,CA,V9C1R2
841456031RR0001,WESTSIDE CHURCH VANCOUVER,Registered,Charity,2006-08-28,,1,Advancement of Religion,30,777 HOMER ST,VANCOUVER,BC,CA,V6B2W1
108203746RR0001,WESTSIDE FAMILY FELLOWSHIP SOCIETY,Registered,Charity,1985-03-12,,1,Advancement of Religion,30,3791 HIGHWAY 16 WEST,PRINCE GEORGE,BC,CA,V2N5P8
140374752RR0001,WESTSIDE HEALTH NETWORK SOCIETY,Registered,Charity,1994-02-07,,1,Other purposes beneficial to the community,100,PO BOX 26098 RPO WEST,WEST KELOWNA,BC,CA,V4T2G3
884397712RR0001,WESTSIDE PENTECOSTAL CHURCH,Registered,Charity,2001-01-01,,1,Advancement of Religion,30,1200-38 LEOPOLD PLACE,NEW WESTMINSTER,BC,CA,V3L2C6
119295749RR0001,WESTSIDE SENIOR CITIZENS SERVICE ASSOCIATION,Registered,Charity,1973-04-01,,1,Relief of Poverty,1,3661 OLD OKANAGAN HWY.,WESTBANK,BC,CA,V4T1P6
129795373RR0001,WESTSYDE FELLOWSHIP BAPTIST CHURCH,Registered,Charity,1982-11-25,,1,Advancement of Religion,30,2833 WESTSYDE ROAD,KAMLOOPS,BC,CA,V2B7E1
890854342RR0001,"WESTVIEW BAPTIST CHURCH,",Registered,Charity,1995-02-04,,1,Advancement of Religion,30,3676 JOYCE AVENUE,POWELL RIVER,BC,CA,V8A2Y6
829240670RR0001,WESTVIEW ELEMENTARY SCHOOL PARENT ADVISORY COUNCIL,Registered,Charity,2005-08-15,,1,Advancement of Education,11,641 17TH STREET WEST,NORTH VANCOUVER,BC,CA,V7M0A1
859393860RR0001,WESTVIEW GOSPEL CHAPEL,Registered,Charity,2002-07-17,,1,Advancement of Religion,30,313 BRUNSWICK PLACE,VICTORIA,BC,CA,V8Z1V5
867875387RR0001,WESTWIND PARENT ADVISORY COUNCIL,Registered,Charity,2000-09-25,,1,Advancement of Education,11,11371 KING FISHER DR,RICHMOND,BC,CA,V7E4Y6
106945405RR0001,WESTWINDS COMMUNITY CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,6331 176 ST,SURREY,BC,CA,V3S4E9
888863065RR0001,WESTWOLD COMMUNITY CHURCH ORGANIZATION SOCIETY,Registered,Charity,1977-06-10,,1,Other purposes beneficial to the community,200,5446 KAMLOOPS VERNON HWY,WESTWOLD,BC,CA,V0E3B1
894238757RR0001,WESTWOOD ALLIANCE CHURCH,Registered,Charity,1995-01-01,,1,Advancement of Religion,30,3129 OZADA AVE,COQUITLAM,BC,CA,V3B2T6
141160267RR0001,WESTWOOD COMMUNITY CHURCH,Registered,Charity,1975-01-01,,1,Advancement of Religion,30,1294 JOHNSON STREET,COQUITLAM,BC,CA,V3B4T5
865719595RR0001,WESTWOOD MENNONITE BRETHREN CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,2658 OSPIKA BLVD,PRINCE GEORGE,BC,CA,V2N2L8
861680635RR0001,WHATCOM MUSEUM SOCIETY,Registered,Charity,2005-05-02,,1,Advancement of Education,11,54-4080 GARRY STREET,RICHMOND,BC,CA,V7E6J9
860270735RR0001,WHEAT MISSION SOCIETY IN VANCOUVER,Registered,Charity,2002-05-13,,1,Advancement of Religion,30,14625 108TH AVE UPPER ROOM,SURREY,BC,CA,V3R1V9
119296937RR0001,WHEELING EIGHT'S SQUARE DANCE CLUB,Registered,Charity,1980-01-01,,1,Other purposes beneficial to the community,200,8512-121 ST.,SURREY,BC,CA,V3W9R2
873081715RR0001,WHEELS FOR WELLNESS SOCIETY,Registered,Charity,2006-03-29,,1,Other purposes beneficial to the community,150,1894 BOLT AVENUE,COMOX,BC,CA,V9M2J4
845104546RR0001,WHISPERS OF HOPE BENEVOLENCE ASSOCIATION,Registered,Charity,2006-01-01,,1,Relief of Poverty,1,BOX 1561 7212 RIVERSIDE DRIVE,GRAND FORKS,BC,CA,V0H1H0
829110949RR0001,WHISTLER ADAPTIVE SPORTS PROGRAM SOCIETY,Registered,Charity,2006-08-01,,1,Other purposes beneficial to the community,140,PO BOX 708,WHISTLER,BC,CA,V0N1B0
879198729RR0001,WHISTLER ANIMALS GALORE SOCIETY,Registered,Charity,2001-04-25,,1,Other purposes beneficial to the community,180,PO BOX 274,WHISTLER,BC,CA,V0N1B0
123160707RR0001,WHISTLER ARTS COUNCIL,Registered,Charity,1987-06-01,,1,Other purposes beneficial to the community,190,4335 BLACKCOMB WAY,WHISTLER,BC,CA,V8E0X4
135026193RR0001,WHISTLER BLACKCOMB FOUNDATION SOCIETY,Registered,Charity,1993-01-01,,2,Other purposes beneficial to the community,210,4545 BLACKCOMB WAY,WHISTLER,BC,CA,V0N1B4
106999956RR0001,WHISTLER CHILDREN'S CENTRE SOCIETY,Registered,Charity,1989-06-01,,1,Advancement of Education,10,7146 NESTERS RD,WHISTLER,BC,CA,V8E0E2
868708181RR0001,WHISTLER CHILDREN'S CHORUS,Registered,Charity,1999-09-01,,1,Advancement of Education,12,8506 BUCKHORN DR,WHISTLER,BC,CA,V8E0G2
892570219RR0001,WHISTLER COMMUNITY CHURCH,Registered,Charity,1988-06-01,,1,Advancement of Religion,30,7226 FITZSIMMONS RD N,WHISTLER,BC,CA,V8E0E3
138203906RR0001,WHISTLER COMMUNITY SERVICES SOCIETY,Registered,Charity,1993-02-18,,1,Other purposes beneficial to the community,160,P.O. BOX 900,WHISTLER,BC,CA,V0N1B0
856677844RR0001,WHISTLER FILM FESTIVAL SOCIETY,Registered,Charity,2006-10-19,,1,Other purposes beneficial to the community,190,208 - 1200 ALPHA LAKE RD,WHISTLER,BC,CA,V8E0H6
898835814RR0001,WHISTLER FISHERIES STEWARDSHIP GROUP,Registered,Charity,2000-04-01,,1,Other purposes beneficial to the community,160,4325 BLACKCOMB WAY,WHISTLER,BC,CA,V8E0X5
895263077RR0001,WHISTLER HEALTH CARE FOUNDATION,Registered,Charity,1994-04-14,,2,Other purposes beneficial to the community,210,4380 LORIMER RD,WHISTLER,BC,CA,V8E1A7
796454122RR0001,WHISTLER INSTITUTE OF LEARNING SOCIETY,Registered,Charity,2018-07-01,,1,Other purposes beneficial to the community,160,PO BOX 1475,WHISTLER,BC,CA,V0N1B0
883079063RR0001,WHISTLER LAKES CONSERVATION FOUNDATION,Registered,Charity,1997-08-07,,2,Other purposes beneficial to the community,120,PO BOX 3232,VANCOUVER,BC,CA,V6B3X8
119297000RR0001,WHISTLER MUSEUM AND ARCHIVES SOCIETY,Registered,Charity,1987-05-01,,1,Other purposes beneficial to the community,200,4333 MAIN ST,WHISTLER,BC,CA,V8E1B3
886488196RR0001,WHISTLER ROTARY CLUB FOUNDATION,Registered,Charity,1984-07-01,,2,Other purposes beneficial to the community,210,6 - 1350 CLOUDBURST DR,WHISTLER,BC,CA,V8E1N6
885905497RR0001,WHISTLER SEARCH AND RESCUE SOCIETY,Registered,Charity,1997-03-03,,1,Other purposes beneficial to the community,120,8020 NESTERS RD,WHISTLER,BC,CA,V8E1K2
745971481RR0001,WHISTLER SUMMIT CENTRE SOCIETY,Registered,Charity,2020-07-01,,1,Other purposes beneficial to the community,200,2509 GONDOLA WAY,WHISTLER,BC,CA,V8E0B4
898172416RR0001,WHISTLER WALDORF SCHOOL SOCIETY,Registered,Charity,2000-07-14,,1,Advancement of Education,10,BOX 1501,WHISTLER,BC,CA,V0N1B0
119297422RR0001,WHITE ROCK AND SURREY NATURALISTS' SOCIETY,Registered,Charity,1979-01-01,,1,Advancement of Education,13,P.O. BOX 75044 RPO WHITE ROCK,SURREY,BC,CA,V4A0B1
108207192RR0001,WHITE ROCK BAPTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,1657 14OTH STREET,SURREY,BC,CA,V4A4H1
844797746RR0001,WHITE ROCK CHRISTIAN ACADEMY SOCIETY,Registered,Charity,2005-07-01,,1,Advancement of Education,10,2265 152ND ST,SURREY,BC,CA,V4A4P1
888919461RR0001,WHITE ROCK CITY ORCHESTRA SOCIETY,Registered,Charity,1989-09-05,,1,Other purposes beneficial to the community,190,2041 182 ST,SURREY,BC,CA,V3Z9V9
141115956RR0001,WHITE ROCK COMMUNITY CHURCH,Registered,Charity,1995-03-14,,1,Advancement of Religion,30,15280 PACIFIC AVE,WHITE ROCK,BC,CA,V4B1P9
845595578RR0001,WHITE ROCK COMMUNITY CHURCH FOUNDATION,Registered,Charity,2013-11-20,,3,Other purposes beneficial to the community,210,15280 PACIFIC AVE,WHITE ROCK,BC,CA,V4B1P9
864824602RR0001,WHITE ROCK KOREAN METHODIST CHURCH,Registered,Charity,2004-04-08,,1,Advancement of Religion,30,4 - 16458 23A AVE,SURREY,BC,CA,V3Z0L9
119297455RR0001,WHITE ROCK LIFE CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,15138 PROSPECT AVE,WHITE ROCK,BC,CA,V4B2B9
868750183RR0001,WHITE ROCK MILLENNIUM CHARITABLE SOCIETY,Registered,Charity,2000-07-01,,2,Other purposes beneficial to the community,210,14132 20 AVE,SURREY,BC,CA,V4A8P8
135749919RR0001,WHITE ROCK MUSEUM & ARCHIVES SOCIETY,Registered,Charity,1999-01-01,,1,Other purposes beneficial to the community,200,14970 MARINE DRIVE,WHITE ROCK,BC,CA,V4B1C4
119297539RR0001,WHITE ROCK PLAYERS' CLUB,Registered,Charity,1979-06-01,,1,Other purposes beneficial to the community,190,PO BOX 75014 RPO WHITE ROCK,WHITE ROCK,BC,CA,V4A0B1
119297554RR0001,WHITE ROCK ROTARY CLUB CHARITABLE SOCIETY,Registered,Charity,1979-07-01,,2,Other purposes beneficial to the community,210,P.O. BOX 75005,SURREY,BC,CA,V4A0B1
118818491RR0034,WHITE ROCK SEVENTH-DAY ADVENTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,1626 MCCALLUM ROAD P. O. BOX 1000,ABBOTSFORD,BC,CA,V2S4P5
881861967RR0001,WHITE ROCK SOUTH SURREY STROKE RECOVERY CLUB,Registered,Charity,1997-06-03,,1,Other purposes beneficial to the community,100,5 - 1475 ANDERSON ST,WHITE ROCK,BC,CA,V4B0A8
894135672RR0001,WHITE ROCK/SOUTH SURREY JEWISH COMMUNITY CENTRE,Registered,Charity,1995-04-01,,1,Advancement of Religion,30,312 - 1959 152 ST,SURREY,BC,CA,V4A9E3
882199581RR0001,WHITE SPRUCE CITY CHAPTER SWEET ADELINES INTERNATIONAL Society,Registered,Charity,2017-05-01,,1,Advancement of Education,12,4121 CAMPBELL AVE,PRINCE GEORGE,BC,CA,V2N3B1
867909178RR0001,WHITE STONE PRESBYTERIAN CHURCH,Registered,Charity,2003-03-17,,1,Advancement of Religion,30,403 EAST COLUMBIA STREET,NEW WESTMINSTER,BC,CA,V3L3X2
839108073RR0001,WHITECROW VILLAGE F.A.S.D. SOCIETY,Registered,Charity,2005-08-27,,1,Other purposes beneficial to the community,110,PO BOX 580 STN MAIN,PARKSVILLE,BC,CA,V9P2G6
118818491RR0039,WHITEHORSE SEVENTH-DAY ADVENTIST CHURCH,Registered,Charity,1978-11-18,,1,Advancement of Religion,30,PO 1000,ABBOTSFORD,BC,CA,V2S4P5
